mode,index,mass_g,density_g_per_ml
bulk,1,0.055000,0.733333
bulk,2,0.048000,0.640000
bulk,3,0.049000,0.653333
bulk,4,0.053000,0.706667
bulk,5,0.056000,0.746667
bulk,6,0.043000,0.573333
bulk,7,0.051000,0.680000
tapped,1,0.053000,0.706667
tapped,2,0.061000,0.813333
tapped,3,0.060000,0.800000
tapped,4,0.056000,0.746667
tapped,5,0.050000,0.666667
tapped,6,0.060000,0.800000
tapped,7,0.058000,0.773333
