material_name,powder_type,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class,angle_image_path
CB-P02,,metal,D06,20260112_164737,4,1.0,0.525333,0.369437,1.230333,0.473480,2.342005,"Very, very poor",40.444383,Passable,logs/experiments/20260112_164737_CB-P02/flowability/20260112_raw_image.png
