mode,index,mass_g,density_g_per_ml
bulk,1,0.000000,0.000000
bulk,2,0.000000,0.000000
bulk,3,0.000000,0.000000
bulk,4,0.000000,0.000000
bulk,5,0.000000,0.000000
tapped,1,0.000000,0.000000
tapped,2,0.000000,0.000000
tapped,3,0.000000,0.000000
tapped,4,0.000000,0.000000
tapped,5,0.000000,0.000000
