condition,step_index,cumulative_mass_g,per_step_mass_g,success
level3_t1.0,1,0.509000,0.509000,True
level3_t1.0,2,0.800000,0.291000,True
level3_t1.0,3,1.092000,0.292000,True
level3_t1.0,4,1.368000,0.276000,True
level3_t1.0,5,1.655000,0.287000,True
level3_t2.0,1,0.072000,0.072000,True
level3_t2.0,2,0.575000,0.503000,True
level3_t2.0,3,0.636000,0.061000,True
level3_t2.0,4,0.930000,0.294000,True
level3_t2.0,5,1.227000,0.297000,True
