mode,index,mass_g,density_g_per_ml
bulk,1,0.027000,0.045000
bulk,2,0.028000,0.046667
bulk,3,0.341000,0.568333
tapped,1,0.489000,0.815000
tapped,2,0.526000,0.876667
tapped,3,0.513000,0.855000
tapped,4,0.500000,0.833333
tapped,5,0.516000,0.860000
tapped,6,0.516000,0.860000
tapped,7,0.516000,0.860000
