material_name,powder_type,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class,angle_image_path
ETHOCEL Std,,metal,D06,20260116_124756,2,1.0,0.311667,0.058386,0.500667,0.004546,1.606417,"Very, very poor",27.814089,Excellent,logs/experiments/20260116_124756_ETHOCEL Std/flowability/20260116_raw_image.png
