index,mass_g,density_g_per_ml
1,0.498000,0.830000
2,0.498000,0.830000
3,0.487000,0.811667
4,0.497000,0.828333
5,0.506000,0.843333
6,0.506000,0.843333
7,0.506000,0.843333
