condition,step_index,cumulative_mass_g,per_step_mass_g,success
level1_t1.0,1,0.035000,0.035000,True
level1_t1.0,2,0.339000,0.304000,True
level1_t1.0,3,0.346000,0.007000,True
level1_t1.0,4,0.380000,0.034000,True
level1_t1.0,5,0.404000,0.024000,True
level1_t2.0,1,0.000000,0.000000,False
level1_t2.0,2,0.000000,0.000000,False
level1_t2.0,3,0.000000,0.000000,False
level1_t2.0,4,0.000000,0.000000,False
level1_t2.0,5,0.000000,0.000000,False
