mode,index,mass_g,density_g_per_ml
bulk,1,0.390000,0.650000
bulk,2,0.409000,0.681667
bulk,3,0.402000,0.670000
bulk,4,0.399000,0.665000
bulk,5,0.410000,0.683333
bulk,6,0.398000,0.663333
bulk,7,0.396000,0.660000
tapped,1,0.452000,0.753333
tapped,2,0.460000,0.766667
tapped,3,0.460000,0.766667
tapped,4,0.450000,0.750000
tapped,5,0.461000,0.768333
tapped,6,0.456000,0.760000
tapped,7,0.455000,0.758333
