material_name,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class
Lactopress,metal,D01,20260421_132853,2,1.0,235.14285714285717,21.57142857142857,,,,,,
