mode,index,mass_g,density_g_per_ml
bulk,1,1.797000,256.714286
bulk,2,1.495000,213.571429
tapped,1,14.305000,2043.571429
tapped,2,5.852000,836.000000
tapped,3,0.140000,20.000000
tapped,4,1.133000,161.857143
