mode,index,mass_g,density_g_per_ml
bulk,1,0.252000,0.420000
bulk,2,0.256000,0.426667
bulk,3,0.261000,0.435000
bulk,4,0.262000,0.436667
bulk,5,0.260000,0.433333
bulk,6,0.253000,0.421667
bulk,7,0.259000,0.431667
tapped,1,0.285000,0.475000
tapped,2,0.299000,0.498333
tapped,3,0.292000,0.486667
tapped,4,0.292000,0.486667
tapped,5,0.292000,0.486667
tapped,6,0.292000,0.486667
tapped,7,0.298000,0.496667
