material_name,powder_type,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class,angle_image_path
CB-P02,,metal,D06,20260113_124254,4,1.0,0.563333,0.637396,1.317333,0.200789,2.338462,"Very, very poor",42.774174,Passable,logs/experiments/20260113_124254_CB-P02/flowability/20260113_raw_image.png
