condition,step_index,cumulative_mass_g,per_step_mass_g,success
level1_t1.0,1,0.297000,0.297000,True
level1_t1.0,2,0.599000,0.302000,True
level1_t1.0,3,0.888000,0.289000,True
level1_t1.0,4,1.192000,0.304000,True
level1_t1.0,5,1.494000,0.302000,True
level1_t2.0,1,0.296000,0.296000,True
level1_t2.0,2,0.600000,0.304000,True
level1_t2.0,3,0.898000,0.298000,True
level1_t2.0,4,1.198000,0.300000,True
level1_t2.0,5,1.499000,0.301000,True
