material_name,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class
Lactopress,metal,D03,20260421_124224,3,1.0,,,0.8186666666666668,0.018086213288334065,,,,
