condition,step_index,cumulative_mass_g,per_step_mass_g,success
level1_t1.0,1,3.369000,3.369000,True
level1_t1.0,2,6.626000,3.257000,True
level1_t1.0,3,9.884000,3.258000,True
level1_t1.0,4,13.168000,3.284000,True
level1_t1.0,5,16.437000,3.269000,True
level2_t1.0,1,3.353000,3.353000,True
level2_t1.0,2,6.844000,3.491000,True
level2_t1.0,3,10.281000,3.437000,True
level2_t1.0,4,13.712000,3.431000,True
level2_t1.0,5,17.161000,3.449000,True
