condition,step_index,cumulative_mass_g,per_step_mass_g,success
level1_t1.0,1,0.163000,0.163000,True
level1_t1.0,2,0.339000,0.176000,True
level1_t1.0,3,0.522000,0.183000,True
level1_t1.0,4,0.727000,0.205000,True
level1_t1.0,5,0.908000,0.181000,True
level2_t1.0,1,0.214000,0.214000,True
level2_t1.0,2,0.418000,0.204000,True
level2_t1.0,3,0.636000,0.218000,True
level2_t1.0,4,0.829000,0.193000,True
level2_t1.0,5,1.025000,0.196000,True
