condition,step_index,cumulative_mass_g,per_step_mass_g,success
level2_t1.0,1,1.441000,1.441000,True
level2_t1.0,2,2.873000,1.432000,True
level2_t1.0,3,4.284000,1.411000,True
level2_t1.0,4,5.706000,1.422000,True
level2_t1.0,5,7.123000,1.417000,True
level2_t2.0,1,1.424000,1.424000,True
level2_t2.0,2,2.846000,1.422000,True
level2_t2.0,3,4.274000,1.428000,True
level2_t2.0,4,5.697000,1.423000,True
level2_t2.0,5,7.117000,1.420000,True
