mode,index,mass_g,density_g_per_ml
bulk,1,1.518000,2.530000
bulk,2,1.454000,2.423333
bulk,3,1.461000,2.435000
bulk,4,1.453000,2.421667
bulk,5,1.459000,2.431667
bulk,6,1.455000,2.425000
bulk,7,1.455000,2.425000
tapped,1,1.445000,2.408333
tapped,2,1.406000,2.343333
tapped,3,1.398000,2.330000
tapped,4,1.407000,2.345000
tapped,5,1.396000,2.326667
tapped,6,1.414000,2.356667
tapped,7,1.415000,2.358333
