mode,index,mass_g,density_g_per_ml
bulk,1,0.260000,0.433333
bulk,2,0.244000,0.406667
bulk,3,0.250000,0.416667
bulk,4,0.114000,0.190000
bulk,5,0.255000,0.425000
bulk,6,0.112000,0.186667
bulk,7,0.253000,0.421667
tapped,1,0.295000,0.491667
tapped,2,0.289000,0.481667
tapped,3,0.289000,0.481667
tapped,4,0.302000,0.503333
tapped,5,0.292000,0.486667
tapped,6,0.298000,0.496667
tapped,7,0.298000,0.496667
