mode,index,mass_g,density_g_per_ml
bulk,1,0.450000,0.750000
bulk,2,0.395000,0.658333
bulk,3,0.293000,0.488333
bulk,4,0.246000,0.410000
bulk,5,0.294000,0.490000
bulk,6,0.241000,0.401667
bulk,7,0.284000,0.473333
tapped,1,0.247000,0.411667
tapped,2,0.289000,0.481667
tapped,3,0.292000,0.486667
tapped,4,0.294000,0.490000
tapped,5,0.300000,0.500000
tapped,6,0.294000,0.490000
tapped,7,0.291000,0.485000
