condition,step_index,cumulative_mass_g,per_step_mass_g,success
level3_t1.0,1,3.221000,3.221000,True
level3_t1.0,2,6.992000,3.771000,True
level3_t1.0,3,8.334000,1.342000,True
level3_t1.0,4,9.554000,1.220000,True
level3_t1.0,5,10.868000,1.314000,True
level3_t1.0,6,11.585000,0.717000,True
level3_t1.0,7,13.288000,1.703000,True
