material_name,powder_type,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class,angle_image_path
POLYOX WSR N10,,metal,D06,20260106_093814,1,1.0,0.504000,0.003432,0.489333,0.245116,0.970899,Excellent,31.848690,Good,logs/experiments/20260106_093814_POLYOX WSR N10/flowability/20260106_raw_image.png
