material_name,powder_type,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class,angle_image_path
ETHOCEL Std,,metal,D06,20260108_111340,3,1.0,0.473000,0.007483,0.403333,0.202174,0.852713,Excellent,31.305809,Good,logs/experiments/20260108_111340_ETHOCEL Std/flowability/20260108_raw_image.png
