mode,index,mass_g,density_g_per_ml
bulk,1,0.285000,0.475000
bulk,2,0.282000,0.470000
bulk,3,0.276000,0.460000
bulk,4,0.288000,0.480000
bulk,5,0.288000,0.480000
tapped,1,0.298000,0.496667
tapped,2,0.298000,0.496667
tapped,3,0.319000,0.531667
tapped,4,0.295000,0.491667
tapped,5,0.000000,0.000000
