mode,index,mass_g,density_g_per_ml
bulk,1,0.117000,16.714286
bulk,2,0.081000,11.571429
bulk,3,0.073000,10.428571
bulk,4,0.094000,13.428571
bulk,5,0.081000,11.571429
bulk,6,0.094000,13.428571
bulk,7,0.083000,11.857143
tapped,1,0.074000,10.571429
tapped,2,0.087000,12.428571
tapped,3,0.067000,9.571429
tapped,4,0.094000,13.428571
tapped,5,0.065000,9.285714
tapped,6,0.071000,10.142857
tapped,7,0.064000,9.142857
