condition,step_index,cumulative_mass_g,per_step_mass_g,success
level2_t1.0,1,0.276000,0.276000,True
level2_t1.0,2,0.543000,0.267000,True
level2_t1.0,3,0.816000,0.273000,True
level2_t1.0,4,1.089000,0.273000,True
level2_t1.0,5,1.365000,0.276000,True
level2_t2.0,1,0.281000,0.281000,True
level2_t2.0,2,0.561000,0.280000,True
level2_t2.0,3,0.842000,0.281000,True
level2_t2.0,4,1.121000,0.279000,True
level2_t2.0,5,1.393000,0.272000,True
