material_name,part_type,disk_id,measurement_date,vib_level,vib_sec,bulk_density_mean,bulk_density_stdev,tapped_density_mean,tapped_density_stdev,hausner_ratio,hausner_class,angle_of_repose_deg,repose_class
Kollidon VA64,metal,D03,20260414_171323,1,1.0,0.4088888888888889,0.041216082202203144,0.45777777777777784,0.0062853936105471036,1.1195652173913044,Good,21.746580142353526,Excellent
