mode,index,mass_g,density_g_per_ml
bulk,1,0.035000,0.466667
bulk,2,0.035000,0.466667
bulk,3,0.026000,0.346667
bulk,4,0.037000,0.493333
bulk,5,0.029000,0.386667
bulk,6,0.028000,0.373333
bulk,7,0.024000,0.320000
tapped,1,0.037000,0.493333
tapped,2,0.030000,0.400000
tapped,3,0.034000,0.453333
tapped,4,0.035000,0.466667
tapped,5,0.035000,0.466667
tapped,6,0.033000,0.440000
tapped,7,0.034000,0.453333
