mode,index,mass_g,density_g_per_ml
bulk,1,0.276000,0.460000
bulk,2,0.271000,0.451667
bulk,3,0.277000,0.461667
bulk,4,0.000000,0.000000
bulk,5,0.274000,0.456667
tapped,1,0.312000,0.520000
tapped,2,0.320000,0.533333
tapped,3,0.013000,0.021667
tapped,4,0.327000,0.545000
tapped,5,0.316000,0.526667
