mode,index,mass_g,density_g_per_ml
bulk,1,0.058000,0.096667
bulk,2,0.105000,0.175000
bulk,3,0.103000,0.171667
bulk,4,0.107000,0.178333
bulk,5,0.109000,0.181667
bulk,6,0.106000,0.176667
bulk,7,0.106000,0.176667
tapped,1,0.065000,0.108333
tapped,2,0.037000,0.061667
tapped,3,0.118000,0.196667
tapped,4,0.118000,0.196667
tapped,5,0.118000,0.196667
tapped,6,0.118000,0.196667
tapped,7,0.118000,0.196667
